module,design,outcome,method,N,m_N,f,B,R,S,coverage,mcse,avg_length,skew,kurtosis,periodicity,lambda_N,variance_ratio,endpoint_diff
parity,parity_holds,continuous,gaussian,200,200,0.5,1280,25600,,0.9486058654785157,3.857222698903386e-05,0.5543493069724833,-0.0012700762375748391,,,,,
parity,parity_holds,continuous,cornish_fisher,200,200,0.5,1280,25600,,0.9485892028808594,3.857814044887361e-05,0.5543493069724833,-0.0012700762375748391,,,,,
parity,parity_holds,continuous,calibrated,200,200,0.5,1280,25600,,0.9500660705566406,3.804957484232794e-05,0.5580506446043829,-0.0012700762375748391,,,,,
parity,parity_holds,continuous,gaussian,400,400,0.5,1280,25600,,0.949285888671875,3.83299237119993e-05,0.39141333463633,0.0007723594128318085,,,,,
parity,parity_holds,continuous,cornish_fisher,400,400,0.5,1280,25600,,0.9492699279785156,3.833563253512674e-05,0.39141333463633005,0.0007723594128318085,,,,,
parity,parity_holds,continuous,calibrated,400,400,0.5,1280,25600,,0.9499614562988281,3.8087314817017964e-05,0.39268944931458033,0.0007723594128318085,,,,,
parity,parity_holds,continuous,gaussian,800,800,0.5,1280,25600,,0.9496950073242187,3.818322925324383e-05,0.27679457792808393,0.0008763770415127471,,,,,
parity,parity_holds,continuous,cornish_fisher,800,800,0.5,1280,25600,,0.949679443359375,3.818882265987708e-05,0.276794577928084,0.0008763770415127471,,,,,
parity,parity_holds,continuous,calibrated,800,800,0.5,1280,25600,,0.9500750427246094,3.8046335948296086e-05,0.27733134318765373,0.0008763770415127471,,,,,
parity,parity_holds,continuous,gaussian,1200,1200,0.5,1280,25600,,0.9497538146972656,3.8162085800450164e-05,0.2263410984599549,0.00022888479141880565,,,,,
parity,parity_holds,continuous,cornish_fisher,1200,1200,0.5,1280,25600,,0.9497459716796876,3.816490649571076e-05,0.2263410984599549,0.00022888479141880565,,,,,
parity,parity_holds,continuous,calibrated,1200,1200,0.5,1280,25600,,0.9499972839355468,3.807439506611496e-05,0.22665358046055548,0.00022888479141880565,,,,,
parity,parity_holds,continuous,gaussian,1600,1600,0.5,1280,25600,,0.9498364868164062,3.813233757221968e-05,0.19591771873563363,6.43942821164882e-05,,,,,
parity,parity_holds,continuous,cornish_fisher,1600,1600,0.5,1280,25600,,0.949824951171875,3.813649020917172e-05,0.19591771873563363,6.43942821164882e-05,,,,,
parity,parity_holds,continuous,calibrated,1600,1600,0.5,1280,25600,,0.9500680236816407,3.804886980593479e-05,0.19616694187635375,6.43942821164882e-05,,,,,
parity,parity_holds,continuous,gaussian,2000,2000,0.5,1280,25600,,0.9498343200683593,3.813311760749049e-05,0.1752126583556407,0.00039749458382361106,,,,,
parity,parity_holds,continuous,cornish_fisher,2000,2000,0.5,1280,25600,,0.9498215637207031,3.813770952819917e-05,0.17521265835564065,0.00039749458382361106,,,,,
parity,parity_holds,continuous,calibrated,2000,2000,0.5,1280,25600,,0.9499245300292969,3.810062508374828e-05,0.17533349833437484,0.00039749458382361106,,,,,
parity,parity_holds,continuous,gaussian,2400,2400,0.5,1280,25600,,0.9498955688476562,3.8111060276279324e-05,0.16011256457010467,-0.00012246918261641051,,,,,
parity,parity_holds,continuous,cornish_fisher,2400,2400,0.5,1280,25600,,0.94988525390625,3.8114776068019074e-05,0.16011256457010467,-0.00012246918261641051,,,,,
parity,parity_holds,continuous,calibrated,2400,2400,0.5,1280,25600,,0.9500283813476562,3.8063176685093054e-05,0.16024831425958835,-0.00012246918261641051,,,,,
parity,parity_fails,continuous,gaussian,200,200,0.7,1280,25600,,0.9421081848144531,4.079754258779918e-05,2.0377237965765143,0.2950934983766643,,,,,
parity,parity_fails,continuous,cornish_fisher,200,200,0.7,1280,25600,,0.9319468994140625,4.399411390522835e-05,2.0377237965765143,0.2950934983766643,,,,,
parity,parity_fails,continuous,calibrated,200,200,0.7,1280,25600,,0.9500920104980469,3.804020976245459e-05,2.037127890481253,0.2950934983766643,,,,,
parity,parity_fails,continuous,gaussian,400,400,0.7,1280,25600,,0.9443179626464844,4.005822638547319e-05,1.5041124951658562,0.28577537630096683,,,,,
parity,parity_fails,continuous,cornish_fisher,400,400,0.7,1280,25600,,0.9357984619140625,4.2819235824379025e-05,1.5041124951658562,0.28577537630096683,,,,,
parity,parity_fails,continuous,calibrated,400,400,0.7,1280,25600,,0.9500826721191407,3.80435815189694e-05,1.5057746326075518,0.28577537630096683,,,,,
parity,parity_fails,continuous,gaussian,800,800,0.7,1280,25600,,0.9461403198242188,3.9435258573366614e-05,1.0668907940659471,0.25964219225796487,,,,,
parity,parity_fails,continuous,cornish_fisher,800,800,0.7,1280,25600,,0.9396784973144531,4.159113315547569e-05,1.0668907940659471,0.25964219225796487,,,,,
parity,parity_fails,continuous,calibrated,800,800,0.7,1280,25600,,0.9499236145019532,3.810095501741485e-05,1.0694238488156096,0.25964219225796487,,,,,
parity,parity_fails,continuous,gaussian,1200,1200,0.7,1280,25600,,0.9468302001953125,3.9196166693207125e-05,0.8886749598113302,0.24434214892078504,,,,,
parity,parity_fails,continuous,cornish_fisher,1200,1200,0.7,1280,25600,,0.9412683715820312,4.107407451433246e-05,0.8886749598113302,0.24434214892078504,,,,,
parity,parity_fails,continuous,calibrated,1200,1200,0.7,1280,25600,,0.94997998046875,3.808063551931176e-05,0.8918716571133432,0.24434214892078504,,,,,
parity,parity_fails,continuous,gaussian,1600,1600,0.7,1280,25600,,0.9475518493652344,3.8944094816156146e-05,0.7715163159723764,0.22777136152674743,,,,,
parity,parity_fails,continuous,cornish_fisher,1600,1600,0.7,1280,25600,,0.9427705383300782,4.057774083605212e-05,0.7715163159723765,0.22777136152674743,,,,,
parity,parity_fails,continuous,calibrated,1600,1600,0.7,1280,25600,,0.9498923950195313,3.8112203644474294e-05,0.7725159948079665,0.22777136152674743,,,,,
parity,parity_fails,continuous,gaussian,2000,2000,0.7,1280,25600,,0.9478654174804687,3.8833928069024726e-05,0.6930700193153473,0.21852723180074546,,,,,
parity,parity_fails,continuous,cornish_fisher,2000,2000,0.7,1280,25600,,0.9435678405761718,4.0311126281172484e-05,0.6930700193153473,0.21852723180074546,,,,,
parity,parity_fails,continuous,calibrated,2000,2000,0.7,1280,25600,,0.9500335693359375,3.806130472275434e-05,0.6944064952645514,0.21852723180074546,,,,,
parity,parity_fails,continuous,gaussian,2400,2400,0.7,1280,25600,,0.9480176086425781,3.878031762978603e-05,0.6350145111991714,0.21187971458520133,,,,,
parity,parity_fails,continuous,cornish_fisher,2400,2400,0.7,1280,25600,,0.9440108337402344,4.016201758240902e-05,0.6350145111991714,0.21187971458520133,,,,,
parity,parity_fails,continuous,calibrated,2400,2400,0.7,1280,25600,,0.9500259094238281,3.806406858011686e-05,0.6369434681486044,0.21187971458520133,,,,,
parity,parity_holds,continuous,gaussian,2800,2800,0.5,1280,25600,,0.949941162109375,3.8094630674417236e-05,0.14807622684484845,-0.0008963297898704805,,,,,
parity,parity_holds,continuous,cornish_fisher,2800,2800,0.5,1280,25600,,0.9499288330078125,3.809907434824999e-05,0.14807622684484845,-0.0008963297898704805,,,,,
parity,parity_holds,continuous,calibrated,2800,2800,0.5,1280,25600,,0.9500703735351562,3.8048021537654736e-05,0.14820344474833927,-0.0008963297898704805,,,,,
parity,parity_holds,continuous,gaussian,3200,3200,0.5,1280,25600,,0.94987255859375,3.811934873599531e-05,0.13861955199314813,-4.749567471277314e-05,,,,,
parity,parity_holds,continuous,cornish_fisher,3200,3200,0.5,1280,25600,,0.9498604125976563,3.812372291400787e-05,0.13861955199314813,-4.749567471277314e-05,,,,,
